"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"JH-2-079","Pearson.est","microtubule inhibitor",-0.3648,-1.02,0.385,1219,0.669,"vinblastine, colchicine, estramustine.phosphate",0.414539270491499,0.174573882232177,FALSE
"JH-2-079","Pearson.est","mTOR inhibitor",0.42306,0.972,0.496,382,0.881,"WYE.354, GSK2126458, LY303511, XL388, WAY.600, PP242, AZD8055, palomid.529, ku.0063794, torin.1, WYE.125132",0.304518323509803,0.0550240915879521,FALSE
"JH-2-079","Pearson.est","NFkB pathway inhibitor",0.27659,0.642,0.899,698,1,"EVP4593, betulinic.acid, curcumin, IKK.2.inhibitor.V, Ro.106.9920, parthenolide...., bortezomib, tyloxapol, BAY.11.7085",0.0462403082667712,0,FALSE
"JH-2-079","Pearson.est","opioid receptor agonist",0.25055,0.582,0.944,754,1,"trimebutine, salvinorin.a, ADL5859, cebranopadol",0.025028005701931,0,FALSE
"JH-2-079","Pearson.est","p38 MAPK inhibitor",0.5951,1.36,0.121,450,0.701,"TAK.715, SB.239063, CMPD.1, VX.702, skepinone.l, SB.242235",0.91721462968355,0.154281982033341,FALSE
"JH-2-079","Pearson.est","PARP inhibitor",-0.39976,-1.12,0.289,1396,0.893,"talazoparib, olaparib",0.539102157243452,0.0491485411114536,FALSE
"JH-2-079","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.60449,-1.68,0.0444,1330,0.3,"dovitinib, ponatinib, motesanib, axitinib, nintedanib, pazopanib, lenvatinib, linifanib",1.35261702988538,0.522878745280338,FALSE
"JH-2-079","Pearson.est","phosphatase inhibitor",-0.30463,-0.841,0.68,1226,0.78,"CID.5458317, menadione, BVT.948, bis.maltolato.oxovanadium.IV.",0.167491087293764,0.10790539730952,FALSE
"JH-2-079","Pearson.est","phosphodiesterase inhibitor",-0.3743,-1.03,0.39,1426,0.697,"anagrelide, enoximone",0.408935392973501,0.156767221901991,FALSE
"JH-2-079","Pearson.est","PI3K inhibitor",0.40698,0.956,0.513,235,0.889,"YM.201636, GSK2126458, taselisib, LY303511, GDC.0941, TG.100713, alpelisib",0.289882634888184,0.0510982390297863,FALSE
"JH-2-079","Pearson.est","PLK inhibitor",-0.38793,-1.04,0.369,559,0.726,"NMS.1286937, HMN.214, GW.843682X, BI.2536, GSK461364, rigosertib, volasertib",0.43297363384094,0.139063379299906,FALSE
"JH-2-079","Pearson.est","potassium channel blocker",0.33163,0.783,0.71,380,0.991,"oleoylethanolamide, ML133",0.148741651280925,0.00392634551472468,FALSE
"JH-2-079","Pearson.est","PPAR receptor agonist",-0.29622,-0.814,0.653,1247,0.792,"GW.501516, clofibrate",0.185086818724926,0.101274818410506,FALSE
"JH-2-079","Pearson.est","progesterone receptor agonist",-0.35338,-1.01,0.381,1169,0.648,"norethindrone.acetate, danazol, dienogest, norethindrone, norgestrel",0.419075024324381,0.188424994129407,FALSE
"JH-2-079","Pearson.est","proteasome inhibitor",-0.37986,-1.04,0.383,547,0.726,"carfilzomib, bortezomib, ixazomib.citrate, oprozomib, ixazomib, MG.132, ONX.0914, delanzomib",0.416801226031377,0.139063379299906,FALSE
"JH-2-079","Pearson.est","protein synthesis inhibitor",0.38759,0.912,0.573,615,0.931,"cycloheximide, brefeldin.a, chloramphenicol.palmitate, emetine, bruceantin, florfenicol, azomycin..2.nitroimidazole., thiostrepton, homoharringtonine",0.24184537803261,0.0310503190186574,FALSE
"JH-2-079","Pearson.est","protein tyrosine kinase inhibitor",0.54235,1.26,0.186,221,0.688,"AV.412, BMS.599626, NVP.TAE226, tyrphostin.A9",0.730487055782084,0.162411561764489,FALSE
"JH-2-079","Pearson.est","RAF inhibitor",0.52619,1.24,0.227,236,0.701,"SB.590885, CEP.32496, AZ.628, LGX818",0.643974142806877,0.154281982033341,FALSE
"JH-2-079","Pearson.est","RET tyrosine kinase inhibitor",0.59079,1.36,0.12,38,0.701,"vandetanib",0.920818753952375,0.154281982033341,FALSE
"JH-2-079","Pearson.est","retinoid receptor agonist",0.3323,0.771,0.765,294,0.987,"CD.437, tamibarotene, AM.580",0.116338564846382,0.00568284733036327,FALSE
"JH-2-079","Pearson.est","ribonucleotide reductase inhibitor",-0.53854,-1.51,0.0822,1296,0.381,"clofarabine, hydroxyurea, cladribine, pentostatin",1.08512818245995,0.419075024324381,FALSE
"JH-2-079","Pearson.est","serotonin receptor agonist",-0.304,-0.882,0.603,1044,0.775,"pardoprunox, zolmitriptan, SR.57227A, aripiprazole",0.219682687859849,0.11069829749369,FALSE
"JH-2-079","Pearson.est","serotonin receptor antagonist",0.37134,0.862,0.639,344,0.952,"SB.228357, RS.16566, sertindole, SB.216641",0.1944991418416,0.0213630516155257,FALSE
"JH-2-079","Pearson.est","sodium channel blocker",0.31772,0.735,0.804,61,0.995,"ajmaline, A.803467",0.0947439512515487,0.00217691925427455,FALSE
"JH-2-079","Pearson.est","src inhibitor",0.62377,1.45,0.0734,114,0.725,"bosutinib, ZM.306416, saracatinib, dasatinib",1.13430394008393,0.139661993429006,FALSE
"JH-2-079","Pearson.est","sterol demethylase inhibitor",-0.3723,-1.07,0.368,1427,0.85,"chlormidazole",0.434152181326482,0.0705810742857073,FALSE
"JH-2-079","Pearson.est","TGF beta receptor inhibitor",0.5165,1.2,0.246,567,0.732,"repsox, D.4476, SB.431542, SB.525334",0.609064892896621,0.135488918941608,FALSE
"JH-2-079","Pearson.est","thymidylate synthase inhibitor",0.59453,1.4,0.103,488,0.712,"carmofur, raltitrexed, ftorafur, trifluridine",0.987162775294828,0.147520006363144,FALSE
"JH-2-079","Pearson.est","topoisomerase inhibitor",-0.49592,-1.41,0.0909,1186,0.459,"teniposide, dexrazoxane, rubitecan, daunorubicin, amonafide, doxorubicin, mitoxantrone, irinotecan, etoposide, topotecan, etoposide.phosphate, epirubicin, nemorubicin",1.04143611677803,0.338187314462739,FALSE
"JH-2-079","Pearson.est","tubulin polymerization inhibitor",0.16927,0.394,0.997,407,1,"nocodazole, podophyllotoxin, oxibendazole, parbendazole, indibulin, albendazole",0.00130484168834428,0,FALSE
"JH-2-079","Pearson.est","tyrosine kinase inhibitor",0.50083,1.16,0.296,279,0.734,"vandetanib, AV.412, BMS.599626, dasatinib, aminopurvalanol.a, NVP.TAE226, tyrphostin.A9, tivantinib, GTP.14564, hypericin",0.528708288941061,0.134303940083929,FALSE
"JH-2-079","Pearson.est","VEGFR inhibitor",-0.30442,-0.858,0.611,1330,0.785,"dovitinib, foretinib, motesanib, axitinib, nintedanib, pazopanib, tivozanib, lenvatinib, linifanib",0.213958789757446,0.105130343254747,FALSE
"JH-2-079","Pearson.est","vitamin D receptor agonist",0.65787,1.51,0.0668,260,0.761,"tacalcitol, ercalcitriol, calcitriol, alfacalcidol",1.17522353752445,0.118615343229427,FALSE
"WU-487","Pearson.est","EGFR inhibitor",0.81167,1.88,0.00127,193,0.093,"poziotinib, gefitinib, AZD8931, XL.647, afatinib, dacomitinib, pelitinib, CUDC.101, erlotinib, BIBU.1361, neratinib, AST.1306, osimertinib, PD.153035, canertinib, lapatinib, WZ.4002, vandetanib, BMS.690514, BIBX.1382, BMS.599626, tucatinib, icotinib, GW.583340, PD.168393, AEE788, TAK.285, ARRY.334543, CNX.2006, WZ8040, tyrphostin.AG.1478",2.89619627904404,1.03151705144606,TRUE
"WU-487","Pearson.est","Abl kinase inhibitor",0.56655,1.31,0.145,102,0.672,"ZM.306416, bosutinib, dasatinib",0.838631997765025,0.172630726946175,FALSE
"WU-487","Pearson.est","acetylcholine receptor agonist",0.42179,0.977,0.497,312,0.968,"pilocarpine, nicotine",0.303643611266668,0.0141246426916063,FALSE
"WU-487","Pearson.est","acetylcholine receptor antagonist",-0.32997,-0.906,0.561,1057,0.816,"darifenacin, iododexetimide, methscopolamine, diphemanil",0.251037138743839,0.0883098412461389,FALSE
"WU-487","Pearson.est","adenosine receptor antagonist",0.64615,1.5,0.0436,363,0.613,"CGS.15943, PSB.1115, SCH.58261, MRS.1220",1.36051351073141,0.212539525481585,FALSE
"WU-487","Pearson.est","adrenergic receptor agonist",0.30343,0.708,0.818,244,1,"ritodrine, isoxsuprine, oxymetazoline",0.087246696328677,0,FALSE
"WU-487","Pearson.est","adrenergic receptor antagonist",0.36066,0.834,0.688,404,1,"dronedarone, imiloxan, vincamine, atenolol......, atipamezole, naftidrofuryl, oxprenolol, prazosin",0.162411561764489,0,FALSE
"WU-487","Pearson.est","AKT inhibitor",0.53336,1.23,0.24,378,0.686,"uprosertib, triciribine, AT7867, GSK2110183, AZD5363, palomid.529",0.619788758288394,0.163675884293248,FALSE
"WU-487","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.28335,0.651,0.887,310,1,"AZD3463, SB.505124",0.0520763801682736,0,FALSE
"WU-487","Pearson.est","androgen receptor antagonist",0.24263,0.558,0.956,508,1,"RU.58841, nilutamide",0.0195421077238999,0,FALSE
"WU-487","Pearson.est","antioxidant",0.41043,0.948,0.535,511,0.972,"mesna, trolox, chlorogenic.acid",0.271646217978772,0.0123337350737254,FALSE
"WU-487","Pearson.est","AP inhibitor",-0.41201,-1.1,0.292,1287,0.772,"LCL.161, GDC.0152, idronoxil",0.534617148551582,0.112382699664264,FALSE
"WU-487","Pearson.est","ATPase inhibitor",-0.17479,-0.473,1,251,0.991,"k.strophanthidin, NMS.873, evodiamine, blebbistatin...., digoxin, ouabain, thonzonium, rabeprazole, digitoxigenin, omeprazole, digitoxin, oligomycin.a",0,0.00392634551472468,FALSE
"WU-487","Pearson.est","Aurora kinase inhibitor",0.27669,0.644,0.897,499,1,"PHA.680632, CYC116, GSK1070916, CCT129202, CCT137690, MK.5108",0.0472075569559079,0,FALSE
"WU-487","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.62107,1.46,0.0691,364,0.556,"tedizolid, tilmicosin, azithromycin, radezolid, valnemulin",1.1605219526258,0.254925208417942,FALSE
"WU-487","Pearson.est","bacterial DNA gyrase inhibitor",0.36009,0.832,0.689,71,0.984,"finafloxacin",0.161780778092374,0.00700490156865849,FALSE
"WU-487","Pearson.est","BCL inhibitor",-0.29151,-0.843,0.617,1221,0.852,"HA14.1, navitoclax, ABT.737, oridonin",0.209714835966758,0.0695604052332999,FALSE
"WU-487","Pearson.est","Bcr.Abl kinase inhibitor",0.45292,1.06,0.392,102,0.932,"bosutinib, dasatinib",0.406713932979543,0.0305840876460186,FALSE
"WU-487","Pearson.est","benzodiazepine receptor agonist",0.34446,0.791,0.717,440,1,"ivermectin, ZK.93423, zaleplon, lorazepam, eprinomectin, piperazine",0.1444808443322,0,FALSE
"WU-487","Pearson.est","bromodomain inhibitor",0.64331,1.49,0.0661,321,0.539,"JQ1...., OTX015, bromosporine, I.BET151",1.17979854051436,0.268411234813261,FALSE
"WU-487","Pearson.est","calcium channel blocker",0.51754,1.22,0.214,448,0.676,"tetrandrine, cinnarazine, SKF.96365, fendiline, mibefradil, efonidipine.monoethanolate",0.669586226650809,0.170053304058364,FALSE
"WU-487","Pearson.est","CC chemokine receptor antagonist",0.42895,0.996,0.463,191,0.955,"ZK811752, navarixin",0.334419008982047,0.0199966284162537,FALSE
"WU-487","Pearson.est","CDK inhibitor",0.51628,1.18,0.266,352,0.75,"AZD5438, aminopurvalanol.a, AT.7519, JNJ.7706621, alvocidib, TG.02, BMS.387032, BMS.265246, P276.00, kenpaullone",0.575118363368933,0.1249387366083,FALSE
"WU-487","Pearson.est","CHK inhibitor",-0.62793,-1.77,0.0437,1136,0.281,"SB.218078, CHIR.124, LY2606368, SCH.900776, PF.477736",1.35951856302958,0.55129368009492,FALSE
"WU-487","Pearson.est","cyclooxygenase inhibitor",-0.268,-0.78,0.765,1357,0.847,"metoxibutropate, sulfasalazine, AM.404, suxibuzone, naproxen",0.116338564846382,0.0721165896692931,FALSE
"WU-487","Pearson.est","cytochrome P450 inhibitor",0.30161,0.694,0.831,475,1,"itraconazole, morin",0.080398976215889,0,FALSE
"WU-487","Pearson.est","DNA alkylating agent",-0.19532,-0.559,0.962,1156,0.996,"melphalan, mitomycin.c, carboplatin, cisplatin, dianhydrogalactitol",0.0168249279621871,0.00174066157630127,FALSE
"WU-487","Pearson.est","DNA inhibitor",0.40204,0.927,0.561,381,0.99,"oxaliplatin, sangivamycin, carmustine, primaquine, metronidazole, teroxirone",0.251037138743839,0.00436480540245009,FALSE
"WU-487","Pearson.est","DNA methyltransferase inhibitor",0.55531,1.28,0.169,225,0.669,"decitabine, azacitidine",0.772113295386326,0.174573882232177,FALSE
"WU-487","Pearson.est","DNA polymerase inhibitor",0.39523,0.919,0.582,348,0.95,"idoxuridine, cidofovir, adefovir.dipivoxil",0.235077015350112,0.0222763947111523,FALSE
"WU-487","Pearson.est","DNA synthesis inhibitor",-0.30306,-0.808,0.622,1323,0.836,"artemisinin, cisplatin, altretamine, estramustine.phosphate",0.206209615309181,0.0777937225609836,FALSE
"WU-487","Pearson.est","dopamine receptor antagonist",0.48867,1.13,0.326,463,0.815,"mesoridazine, clebopride, oxiperomide, sertindole, UH.232...., domperidone, thioproperazine, acetophenazine, amisulpride",0.486782399932061,0.0888423912600234,FALSE
"WU-487","Pearson.est","estrogen receptor agonist",0.26872,0.618,0.916,261,1,"erteberel, estrone",0.0381045263321496,0,FALSE
"WU-487","Pearson.est","estrogen receptor antagonist",0.56835,1.33,0.151,113,0.66,"clomifene, raloxifene",0.821023052706831,0.180456064458131,FALSE
"WU-487","Pearson.est","FGFR inhibitor",-0.65882,-1.88,0.0279,1257,0.253,"orantinib, dovitinib, nintedanib, lenvatinib, erdafitinib",1.5543957967264,0.596879478824182,FALSE
"WU-487","Pearson.est","FLT3 inhibitor",0.26094,0.602,0.914,342,1,"pacritinib, TG.02, gilteritinib, GTP.14564",0.0390538042661686,0,FALSE
"WU-487","Pearson.est","glucocorticoid receptor agonist",0.72505,1.66,0.0138,172,0.472,"ciclesonide, triamcinolone.acetonide, fluocinolone.acetonide, hydrocortisone, halcinonide, halobetasol.propionate, flumethasone.pivalate, desonide, rimexolone, flumethasone, difluprednate, methylprednisolone, prednisolone, dexamethasone.acetate, clobetasol.propionate",1.86012091359876,0.326058001365912,FALSE
"WU-487","Pearson.est","glutamate receptor antagonist",0.22072,0.502,0.982,576,0.996,"SIB.1757, diazooxonorleucine, CPP, CGP.37849, IEM1754, tiletamine",0.00788851221305034,0.00174066157630127,FALSE
"WU-487","Pearson.est","glycogen synthase kinase inhibitor",-0.34145,-0.941,0.483,1355,0.785,"CHIR.99021, CHIR.98014",0.316052869248488,0.105130343254747,FALSE
"WU-487","Pearson.est","growth factor receptor inhibitor",0.45172,1.06,0.391,217,0.932,"GSK1904529A, AZD3463",0.407823242604133,0.0305840876460186,FALSE
"WU-487","Pearson.est","HCV inhibitor",0.606,1.38,0.0936,149,0.555,"embelin, PSI.7976",1.02872415126189,0.255707016877324,FALSE
"WU-487","Pearson.est","HDAC inhibitor",0.25767,0.599,0.932,545,0.998,"PCI.24781, givinostat, romidepsin, AR.42, dacinostat, JNJ.26481585, SB.939, RGFP966, trichostatin.a",0.0305840876460186,0.000869458712628891,FALSE
"WU-487","Pearson.est","histamine receptor antagonist",0.37691,0.882,0.627,538,0.972,"terfenadine, ranitidine, ebastine, levocetirizine, astemizole, tecastemizole, pheniramine, BF2.649",0.202732459169284,0.0123337350737254,FALSE
"WU-487","Pearson.est","HMGCR inhibitor",-0.83532,-2.3,0,1431,0.0255,"fluvastatin, atorvastatin, pitavastatin, mevastatin",Inf,1.59345981956604,TRUE
"WU-487","Pearson.est","HSP inhibitor",-0.32613,-0.88,0.588,468,0.825,"tanespimycin, PU.H71, SNX.5422, BIIB021, SNX.2112, VER.49009, KW.2478, NVP.AUY922, XL888, alvespimycin, guanidine, ganetespib, NMS.E973",0.230622673923862,0.0835460514500749,FALSE
"WU-487","Pearson.est","JAK inhibitor",0.28512,0.653,0.885,574,1,"filgotinib, pacritinib, TG.02, AZD1480, WHI.P154, AZ960, TG.101209, LY2784544, CEP.33779",0.0530567293021746,0,FALSE
"WU-487","Pearson.est","KIT inhibitor",-0.41246,-1.18,0.251,1333,0.736,"midostaurin, motesanib, pazopanib, lenvatinib",0.600326278518962,0.133122185662501,FALSE
"WU-487","Pearson.est","MDM inhibitor",0.43468,1.01,0.483,515,0.953,"RITA, nutlin.3, CGM097",0.316052869248488,0.0209070993616736,FALSE
"WU-487","Pearson.est","MEK inhibitor",0.70829,1.62,0.0177,235,0.437,"AZD8330, PD.0325901, trametinib, TAK.733, Ro.4987655, AS.703026, cobimetinib, MEK162, selumetinib, PD.198306, PD.318088, PD.184352, refametinib",1.75202673363819,0.359518563029578,FALSE
"WU-487","Pearson.est","MET inhibitor",-0.59966,-1.71,0.0314,1307,0.262,"LY2801653, AMG458",1.50307035192679,0.581698708680255,FALSE
"WU-487","Pearson.est","microtubule inhibitor",-0.30621,-0.841,0.638,1286,0.816,"colchicine, estramustine.phosphate",0.195179321278838,0.0883098412461389,FALSE
"WU-487","Pearson.est","mTOR inhibitor",0.43387,1.01,0.479,444,0.953,"WYE.354, GSK2126458, XL388, LY303511, WAY.600, AZD8055, PP242, WYE.125132, ku.0063794, torin.1, palomid.529, OSI.027, torin.2",0.319664486585437,0.0209070993616736,FALSE
"WU-487","Pearson.est","NFkB pathway inhibitor",0.27205,0.646,0.901,487,1,"EVP4593, betulinic.acid, curcumin, IKK.2.inhibitor.V, Ro.106.9920",0.045275209020937,0,FALSE
"WU-487","Pearson.est","opioid receptor agonist",0.21491,0.495,0.963,232,0.98,"trimebutine",0.0163737128754655,0.00877392430750515,FALSE
"WU-487","Pearson.est","p38 MAPK inhibitor",0.62735,1.45,0.0643,435,0.461,"SB.239063, CMPD.1, TAK.715, VX.702, SB.242235, skepinone.l",1.19178902707578,0.336299074610352,FALSE
"WU-487","Pearson.est","PARP inhibitor",-0.37701,-1.05,0.352,1376,0.824,"talazoparib, olaparib",0.453457336521869,0.0840727883028842,FALSE
"WU-487","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.57806,-1.56,0.0648,1246,0.32,"telatinib, orantinib, dovitinib, ponatinib, motesanib, axitinib, nintedanib, pazopanib, lenvatinib, linifanib",1.18842499412941,0.494850021680094,FALSE
"WU-487","Pearson.est","phosphatase inhibitor",-0.26862,-0.766,0.708,1311,0.834,"menadione, bis.maltolato.oxovanadium.IV., BVT.948",0.149966742310231,0.0788339493622613,FALSE
"WU-487","Pearson.est","phosphodiesterase inhibitor",-0.36582,-0.997,0.434,1315,0.766,"GSK256066, enoximone, anagrelide",0.362510270487489,0.115771230367396,FALSE
"WU-487","Pearson.est","PI3K inhibitor",0.44693,1.02,0.455,295,1,"GSK2126458, taselisib, YM.201636, LY303511, GDC.0941, TG.100713, alpelisib, buparlisib, PIK.75",0.341988603342888,0,FALSE
"WU-487","Pearson.est","PLK inhibitor",-0.27134,-0.742,0.793,391,0.838,"NMS.1286937, HMN.214, BI.2536, GW.843682X, rigosertib, GSK461364, volasertib",0.100726812682396,0.0767559813697235,FALSE
"WU-487","Pearson.est","potassium channel blocker",0.2738,0.628,0.909,453,1,"oleoylethanolamide, ML133",0.0414361167780325,0,FALSE
"WU-487","Pearson.est","PPAR receptor agonist",-0.37188,-1.04,0.389,1293,0.785,"GW.501516, clofibrate",0.410050398674292,0.105130343254747,FALSE
"WU-487","Pearson.est","progesterone receptor agonist",-0.42055,-1.2,0.193,1238,0.779,"danazol, dienogest, norethindrone.acetate, norethindrone, norgestrel",0.714442690992226,0.108462542327436,FALSE
"WU-487","Pearson.est","proteasome inhibitor",-0.40972,-1.14,0.266,590,0.754,"carfilzomib, bortezomib, ixazomib.citrate, MG.132, oprozomib, ixazomib, ONX.0914, delanzomib",0.575118363368933,0.122628654130226,FALSE
"WU-487","Pearson.est","protein synthesis inhibitor",0.41631,0.972,0.516,672,0.948,"cycloheximide, brefeldin.a, chloramphenicol.palmitate, emetine, bruceantin, azomycin..2.nitroimidazole., florfenicol, thiostrepton, homoharringtonine, tedizolid.phosphate, harringtonine",0.287350298372789,0.0231916626619338,FALSE
"WU-487","Pearson.est","protein tyrosine kinase inhibitor",0.54869,1.27,0.184,311,0.657,"AV.412, BMS.599626, NVP.TAE226, tyrphostin.A9, CP.724714",0.735182176990464,0.182434630440219,FALSE
"WU-487","Pearson.est","RAF inhibitor",0.36813,0.854,0.661,360,0.997,"SB.590885, CEP.32496, AZ.628, LGX818",0.17979854051436,0.00130484168834428,FALSE
"WU-487","Pearson.est","RET tyrosine kinase inhibitor",0.61393,1.44,0.0827,34,0.441,"vandetanib",1.08249449044745,0.355561410532161,FALSE
"WU-487","Pearson.est","retinoid receptor agonist",0.39827,0.926,0.567,391,0.962,"CD.437, tamibarotene, AM.580, adarotene",0.246416941107093,0.0168249279621871,FALSE
"WU-487","Pearson.est","ribonucleotide reductase inhibitor",-0.54486,-1.57,0.067,1308,0.368,"clofarabine, hydroxyurea, pentostatin, cladribine",1.17392519729917,0.434152181326482,FALSE
"WU-487","Pearson.est","serotonin receptor agonist",-0.33911,-0.954,0.461,489,0.804,"ipsapirone, NAN.190, pardoprunox, zolmitriptan, SR.57227A, aripiprazole",0.336299074610352,0.0947439512515487,FALSE
"WU-487","Pearson.est","serotonin receptor antagonist",0.3919,0.907,0.601,316,0.948,"SB.228357, sertindole, RS.16566, SB.216641",0.22112552799726,0.0231916626619338,FALSE
"WU-487","Pearson.est","sodium channel blocker",0.31067,0.709,0.821,74,1,"ajmaline, A.803467",0.0856568428805592,0,FALSE
"WU-487","Pearson.est","src inhibitor",0.65272,1.52,0.0391,102,0.677,"ZM.306416, bosutinib, saracatinib, dasatinib",1.40782324260413,0.169411331314856,FALSE
"WU-487","Pearson.est","sterol demethylase inhibitor",-0.36702,-1.02,0.379,1421,0.771,"chlormidazole",0.421360790031928,0.112945621949043,FALSE
"WU-487","Pearson.est","TGF beta receptor inhibitor",0.56091,1.3,0.159,505,0.654,"repsox, D.4476, SB.431542, SB.525334",0.798602875679548,0.184422251675733,FALSE
"WU-487","Pearson.est","thymidylate synthase inhibitor",0.5424,1.26,0.191,524,0.645,"carmofur, raltitrexed, ftorafur, trifluridine",0.718966632752272,0.190440285364732,FALSE
"WU-487","Pearson.est","topoisomerase inhibitor",-0.43748,-1.27,0.174,1138,0.716,"dexrazoxane, rubitecan, teniposide, daunorubicin, mitoxantrone, amonafide, doxorubicin, irinotecan, topotecan, etoposide, etoposide.phosphate, epirubicin, nemorubicin",0.7594507517174,0.145086977692144,FALSE
"WU-487","Pearson.est","tubulin polymerization inhibitor",0.23734,0.544,0.967,355,0.996,"nocodazole, parbendazole, indibulin, oxibendazole, podophyllotoxin, albendazole",0.0145735259169983,0.00174066157630127,FALSE
"WU-487","Pearson.est","tyrosine kinase inhibitor",0.49693,1.14,0.297,342,0.823,"vandetanib, AV.412, BMS.599626, dasatinib, aminopurvalanol.a, NVP.TAE226, tivantinib, tyrphostin.A9, CP.724714, hypericin, GTP.14564",0.527243550682788,0.0846001647877302,FALSE
"WU-487","Pearson.est","VEGFR inhibitor",0.31272,0.717,0.824,108,1,"XL.647, ZM.306416, vandetanib, BMS.690514, AEE788",0.0840727883028842,0,FALSE
"WU-487","Pearson.est","vitamin D receptor agonist",0.62676,1.45,0.0848,262,0.461,"tacalcitol, ercalcitriol, alfacalcidol, calcitriol",1.07160414774329,0.336299074610352,FALSE
"WU-536","Pearson.est","EGFR inhibitor",0.81047,1.96,0.00308,150,0.0736,"poziotinib, gefitinib, XL.647, AZD8931, dacomitinib, pelitinib, afatinib, erlotinib, BIBU.1361, PD.153035, CUDC.101, osimertinib, vandetanib, neratinib, AST.1306, canertinib, lapatinib, WZ.4002, BMS.690514, icotinib, PD.168393, tucatinib, BMS.599626, BIBX.1382, GW.583340, AEE788, TAK.285, ARRY.334543, WZ8040",2.51144928349956,1.1331221856625,TRUE
"WU-536","Pearson.est","Abl kinase inhibitor",0.56885,1.35,0.137,41,0.655,"ZM.306416, dasatinib, bosutinib",0.863279432843593,0.183758700008217,FALSE
"WU-536","Pearson.est","acetylcholine receptor agonist",0.37656,0.905,0.57,278,0.754,"nicotine, pilocarpine",0.244125144327509,0.122628654130226,FALSE
"WU-536","Pearson.est","acetylcholine receptor antagonist",-0.39279,-1.02,0.41,1021,0.763,"iododexetimide, darifenacin, methscopolamine, diphemanil",0.387216143280265,0.11747546204512,FALSE
"WU-536","Pearson.est","adenosine receptor antagonist",0.62841,1.51,0.0748,190,0.624,"CGS.15943, PSB.1115, SCH.58261",1.12609840213554,0.204815410317576,FALSE
"WU-536","Pearson.est","adrenergic receptor agonist",0.31815,0.77,0.75,205,0.926,"isoxsuprine, ritodrine, oxymetazoline",0.1249387366083,0.0333890133180656,FALSE
"WU-536","Pearson.est","adrenergic receptor antagonist",-0.18532,-0.502,0.989,1051,0.981,"atenolol...., idazoxan, levobunolol, practolol, carvedilol, propranolol, metoprolol, pindolol",0.0048037084028206,0.0083309926200515,FALSE
"WU-536","Pearson.est","AKT inhibitor",0.46794,1.12,0.315,431,0.739,"triciribine, uprosertib, AT7867, AZD5363, GSK2110183, palomid.529",0.501689446210399,0.131355561605174,FALSE
"WU-536","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.20668,-0.539,0.97,297,1,"SB.505124, AZD3463, GW.788388, CEP.37440, lorlatinib, AP26113, crizotinib, alectinib, brigatinib, DMH1, NVP.TAE684",0.0132282657337552,0,FALSE
"WU-536","Pearson.est","androgen receptor antagonist",-0.19972,-0.526,0.974,288,0.998,"RU.58841, nilutamide, enzalutamide, cyproterone.acetate, bicalutamide, flutamide",0.0114410431213845,0.000869458712628891,FALSE
"WU-536","Pearson.est","antioxidant",0.42562,1.01,0.438,69,0.686,"mesna",0.3585258894959,0.163675884293248,FALSE
"WU-536","Pearson.est","AP inhibitor",-0.29202,-0.755,0.742,1207,0.909,"GDC.0152, idronoxil",0.129596094720973,0.0414361167780325,FALSE
"WU-536","Pearson.est","ATPase inhibitor",-0.20515,-0.542,0.949,1010,1,"thonzonium, digitoxin, digitoxigenin, omeprazole, oligomycin.a",0.0227337875727074,0,FALSE
"WU-536","Pearson.est","Aurora kinase inhibitor",-0.39379,-1.03,0.369,1077,0.783,"TAK.901, aurora.a.inhibitor.i, hesperadin, KW.2449, AT.9283, barasertib.HQPA, SNS.314, tozasertib, PF.03814735, AMG900, ZM.447439, barasertib",0.43297363384094,0.106238237942057,FALSE
"WU-536","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.55605,1.34,0.148,572,0.526,"tedizolid, azithromycin, tilmicosin, radezolid, dirithromycin, valnemulin, azalomycin.b",0.829738284605043,0.279014255846261,FALSE
"WU-536","Pearson.est","bacterial DNA gyrase inhibitor",0.3136,0.746,0.768,53,0.937,"finafloxacin",0.114638779968488,0.0282604091122217,FALSE
"WU-536","Pearson.est","BCL inhibitor",-0.33798,-0.906,0.545,1206,0.787,"ABT.737, navitoclax, oridonin",0.263603497723358,0.104025267640935,FALSE
"WU-536","Pearson.est","Bcr.Abl kinase inhibitor",0.49008,1.17,0.272,41,0.702,"dasatinib, bosutinib",0.565431095965801,0.153662887870195,FALSE
"WU-536","Pearson.est","benzodiazepine receptor agonist",0.30829,0.724,0.814,311,0.943,"ZK.93423, eprinomectin, ivermectin, lorazepam, zaleplon",0.0893755951107988,0.0254883072626717,FALSE
"WU-536","Pearson.est","bromodomain inhibitor",0.44906,1.05,0.391,463,0.689,"JQ1...., bromosporine, I.BET151, OTX015",0.407823242604133,0.161780778092374,FALSE
"WU-536","Pearson.est","calcium channel blocker",0.45,1.09,0.364,240,0.67,"tetrandrine, cinnarazine, fendiline, SKF.96365",0.438898616350944,0.173925197299174,FALSE
