"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"JH-2-055","Pearson.est","JAK inhibitor",-0.33164,-0.866,0.586,1075,0.823,"lestaurtinib, PRT062070, tozasertib, atiprimod, baricitinib, AT.9283, ruxolitinib",0.232102383981909,0.0846001647877302,FALSE
"JH-2-055","Pearson.est","KIT inhibitor",-0.48198,-1.28,0.205,1137,0.502,"imatinib, masitinib, KI.8751, sunitinib, telatinib, pazopanib, tandutinib, lenvatinib, motesanib, midostaurin",0.688246138944246,0.299296282854981,FALSE
"JH-2-055","Pearson.est","MDM inhibitor",-0.47533,-1.27,0.206,1335,0.485,"AMG.232, idasanutlin",0.686132779630847,0.314258261397736,FALSE
"JH-2-055","Pearson.est","MEK inhibitor",0.69166,1.69,0.0398,215,0.499,"Ro.4987655, AZD8330, MEK162, PD.0325901, TAK.733, trametinib, cobimetinib, AS.703026, PD.198306, selumetinib, PD.184352, refametinib",1.40011692792631,0.30189945437661,FALSE
"JH-2-055","Pearson.est","MET inhibitor",-0.75385,-1.98,0,1412,0.14,"AMG458, LY2801653",Inf,0.853871964321762,TRUE
"JH-2-055","Pearson.est","microtubule inhibitor",-0.31576,-0.829,0.654,1433,0.837,"estramustine.phosphate",0.184422251675733,0.07727454200674,FALSE
"JH-2-055","Pearson.est","mTOR inhibitor",0.29782,0.72,0.794,277,0.976,"WYE.354, XL388, GSK2126458, LY303511, PP242, PF.05212384",0.100179497572904,0.0105501823333082,FALSE
"JH-2-055","Pearson.est","NFkB pathway inhibitor",0.378,0.903,0.563,383,0.899,"EVP4593, curcumin, Ro.106.9920, IKK.2.inhibitor.V, betulinic.acid",0.249491605148654,0.0462403082667712,FALSE
"JH-2-055","Pearson.est","opioid receptor agonist",-0.4856,-1.32,0.186,1240,0.51,"spiradoline, cebranopadol, BW.180C",0.730487055782084,0.292429823902064,FALSE
"JH-2-055","Pearson.est","p38 MAPK inhibitor",0.43798,1.04,0.443,511,0.785,"CMPD.1, SB.239063, SB.242235, VX.702, TAK.715",0.35359627377693,0.105130343254747,FALSE
"JH-2-055","Pearson.est","PARP inhibitor",-0.4998,-1.3,0.182,1409,0.505,"talazoparib, olaparib",0.739928612014925,0.296708621881339,FALSE
"JH-2-055","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.64452,-1.65,0.0324,1137,0.244,"imatinib, trapidil, masitinib, KI.8751, CP.673451, sunitinib, telatinib, pazopanib, tandutinib, dovitinib, orantinib, axitinib, lenvatinib, motesanib, ponatinib, nintedanib, linifanib",1.48945498979339,0.612610173661271,TRUE
"JH-2-055","Pearson.est","phosphatase inhibitor",-0.26768,-0.707,0.819,1336,0.902,"BVT.948, menadione",0.0867160982395816,0.0447934624580583,FALSE
"JH-2-055","Pearson.est","phosphodiesterase inhibitor",-0.5145,-1.36,0.149,1323,0.488,"GSK256066, YM.976, enoximone, anagrelide",0.826813731587726,0.311580177997289,FALSE
"JH-2-055","Pearson.est","PI3K inhibitor",0.34819,0.841,0.654,438,0.924,"YM.201636, TG.100713, taselisib, GSK2126458, GDC.0941, LY303511, CUDC.907, PF.05212384, alpelisib, buparlisib, PIK.75, CH5132799, BGT226",0.184422251675733,0.0343280287798933,FALSE
"JH-2-055","Pearson.est","PLK inhibitor",-0.30871,-0.817,0.679,1025,0.805,"rigosertib, volasertib, GSK461364, GW.843682X",0.168130225719498,0.0942041196321315,FALSE
"JH-2-055","Pearson.est","potassium channel blocker",-0.36338,-0.948,0.487,524,0.824,"ML133, oleoylethanolamide, mepivacaine, ibutilide, meglitinide, dofetilide",0.312471038785366,0.0840727883028842,FALSE
"JH-2-055","Pearson.est","PPAR receptor agonist",-0.46033,-1.21,0.242,1238,0.513,"S26948, clofibrate",0.616184634019569,0.289882634888184,FALSE
"JH-2-055","Pearson.est","progesterone receptor agonist",-0.62119,-1.66,0.049,1275,0.312,"norethindrone.acetate, danazol, dienogest, norgestrel",1.30980391997149,0.505845405981557,FALSE
"JH-2-055","Pearson.est","proteasome inhibitor",-0.35211,-0.9,0.533,1001,0.85,"ixazomib, delanzomib, ixazomib.citrate, MG.132",0.273272790973428,0.0705810742857073,FALSE
"JH-2-055","Pearson.est","protein synthesis inhibitor",0.42594,1.02,0.435,544,0.794,"bruceantin, tedizolid.phosphate, cycloheximide, homoharringtonine, emetine, thiostrepton, chloramphenicol.palmitate, harringtonine, azomycin..2.nitroimidazole., florfenicol, puromycin, anguidine",0.361510743045363,0.100179497572904,FALSE
"JH-2-055","Pearson.est","protein tyrosine kinase inhibitor",0.6188,1.5,0.082,303,0.361,"AV.412, tyrphostin.A9, BMS.599626, mubritinib, PP.121",1.08618614761628,0.442492798094342,FALSE
"JH-2-055","Pearson.est","RAF inhibitor",0.50128,1.2,0.257,346,0.747,"SB.590885, LGX818, CEP.32496, AZ.628, sorafenib",0.590066876668705,0.126679398184601,FALSE
"JH-2-055","Pearson.est","RET tyrosine kinase inhibitor",0.42377,1.01,0.428,49,0.751,"vandetanib",0.368556230986828,0.124360062995832,FALSE
"JH-2-055","Pearson.est","retinoid receptor agonist",0.44868,1.09,0.357,454,0.787,"CD.437, AM.580, adapalene, tamibarotene, adarotene",0.447331783887807,0.104025267640935,FALSE
"JH-2-055","Pearson.est","ribonucleotide reductase inhibitor",-0.62488,-1.61,0.0545,1294,0.263,"gemcitabine, cladribine, clofarabine, hydroxyurea",1.26360349772336,0.580044251510242,FALSE
"JH-2-055","Pearson.est","serotonin receptor agonist",-0.30074,-0.768,0.711,1121,0.834,"ipsapirone, SR.57227A, zolmitriptan",0.148130399270234,0.0788339493622613,FALSE
"JH-2-055","Pearson.est","serotonin receptor antagonist",0.48413,1.19,0.263,447,0.724,"SB.228357, sertindole, aripiprazole, SB.216641, RS.16566, lurasidone",0.580044251510242,0.140261433802853,FALSE
"JH-2-055","Pearson.est","sodium channel blocker",0.25851,0.625,0.884,113,0.986,"A.803467, ajmaline",0.0535477349869269,0.0061230850587888,FALSE
"JH-2-055","Pearson.est","src inhibitor",0.5323,1.29,0.183,62,0.634,"ZM.306416, bosutinib, saracatinib",0.737548910269571,0.197910742118267,FALSE
"JH-2-055","Pearson.est","sterol demethylase inhibitor",-0.31406,-0.819,0.679,1408,0.827,"chlormidazole",0.168130225719498,0.0824944904474534,FALSE
"JH-2-055","Pearson.est","TGF beta receptor inhibitor",0.63957,1.5,0.0722,243,0.361,"repsox, SB.431542, D.4476",1.14146280243036,0.442492798094342,FALSE
"JH-2-055","Pearson.est","thymidylate synthase inhibitor",0.3186,0.751,0.77,298,0.986,"carmofur",0.113509274827518,0.0061230850587888,FALSE
"JH-2-055","Pearson.est","topoisomerase inhibitor",-0.52076,-1.4,0.118,1027,0.467,"daunorubicin, TAS.103, doxorubicin, teniposide, valrubicin, amsacrine, irinotecan, genz.644282, amonafide, rubitecan, topotecan, voreloxin, etoposide.phosphate, etoposide, mitoxantrone, nemorubicin",0.928117992693875,0.330683119433888,FALSE
"JH-2-055","Pearson.est","tubulin polymerization inhibitor",0.23176,0.551,0.947,425,0.997,"albendazole, nocodazole, parbendazole, mebendazole, podophyllotoxin, indibulin, vinorelbine, oxibendazole, docetaxel",0.0236500209967266,0.00130484168834428,FALSE
"JH-2-055","Pearson.est","tyrosine kinase inhibitor",0.42518,1.04,0.413,346,0.785,"AV.412, vandetanib, tivantinib, tyrphostin.A9, BMS.599626, aminopurvalanol.a, mubritinib, dasatinib, PP.121, sorafenib",0.384049948343599,0.105130343254747,FALSE
"JH-2-055","Pearson.est","VEGFR inhibitor",-0.34701,-0.891,0.545,1232,0.837,"sunitinib, telatinib, pazopanib, dovitinib, foretinib, orantinib, axitinib, lenvatinib, motesanib, SAR131675, tivozanib, nintedanib, linifanib",0.263603497723358,0.07727454200674,FALSE
"JH-2-055","Pearson.est","vitamin D receptor agonist",0.63001,1.52,0.0636,299,0.489,"tacalcitol, calcitriol, maxacalcitol, ercalcitriol",1.19654288435159,0.31069114087638,FALSE
"JH-2-079","Pearson.est","EGFR inhibitor",0.79026,1.94,0.00213,138,0.199,"poziotinib, AZD8931, gefitinib, XL.647, neratinib, BIBU.1361, dacomitinib, CUDC.101, osimertinib, tucatinib, PD.153035, pelitinib, canertinib, afatinib, WZ.4002, erlotinib, GW.583340, BIBX.1382, lapatinib, BMS.690514, AST.1306, BMS.599626, vandetanib, AEE788, WZ8040, PD.168393, tyrphostin.AG.1478, TAK.285",2.67162039656126,0.701146923590293,TRUE
"JH-2-079","Pearson.est","Abl kinase inhibitor",-0.38116,-0.954,0.504,1293,0.672,"imatinib, tozasertib, GZD824, ponatinib",0.297569463554475,0.172630726946175,FALSE
"JH-2-079","Pearson.est","acetylcholine receptor agonist",-0.30192,-0.76,0.729,1367,0.907,"oxiracetam",0.137272471682025,0.0423927129399047,FALSE
"JH-2-079","Pearson.est","acetylcholine receptor antagonist",-0.55499,-1.4,0.13,923,0.343,"methscopolamine, dicycloverine, darifenacin, iododexetimide",0.886056647693163,0.464705879957229,FALSE
"JH-2-079","Pearson.est","adenosine receptor antagonist",0.65785,1.65,0.0412,175,0.198,"CGS.15943, SCH.58261, MRS.1220",1.38510278396687,0.703334809738469,TRUE
"JH-2-079","Pearson.est","adrenergic receptor agonist",-0.15148,-0.378,0.998,882,0.999,"midodrine, norepinephrine, xylazine, clenbuterol, A61603, metaraminol",0.000869458712628891,0.000434511774017692,FALSE
"JH-2-079","Pearson.est","adrenergic receptor antagonist",0.32844,0.832,0.625,326,1,"dronedarone, imiloxan, prazosin, dihydroergocristine, atipamezole, vincamine, atenolol......, RS.17053",0.204119982655925,0,FALSE
"JH-2-079","Pearson.est","AKT inhibitor",0.60088,1.5,0.0907,264,0.326,"uprosertib, GSK2110183, GDC.0068, palomid.529, triciribine",1.0423927129399,0.486782399932061,FALSE
"JH-2-079","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.39838,-0.99,0.437,1016,0.634,"lorlatinib, DMH1, NVP.TAE684, AP26113, alectinib, brigatinib",0.359518563029578,0.197910742118267,FALSE
"JH-2-079","Pearson.est","androgen receptor antagonist",0.30444,0.775,0.695,1009,1,"RU.58841, nilutamide, enzalutamide, flutamide, bicalutamide, cyproterone.acetate",0.158015195409886,0,FALSE
"JH-2-079","Pearson.est","antioxidant",-0.21151,-0.521,0.965,305,1,"mesna, trolox, chlorogenic.acid, taurine, rutin, benfotiamine",0.0154726866562074,0,FALSE
"JH-2-079","Pearson.est","AP inhibitor",-0.59101,-1.47,0.1,1183,0.308,"birinapant, GDC.0152, LCL.161, idronoxil",1,0.511449283499556,FALSE
"JH-2-079","Pearson.est","ATPase inhibitor",0.16984,0.424,0.998,110,1,"k.strophanthidin",0.000869458712628891,0,FALSE
"JH-2-079","Pearson.est","Aurora kinase inhibitor",-0.4758,-1.2,0.24,1107,0.441,"danusertib, ZM.447439, TAK.901, ENMD.2076, barasertib.HQPA, KW.2449, hesperadin, SNS.314, MLN.8054, tozasertib, AMG900, AT.9283, PF.03814735, barasertib",0.619788758288394,0.355561410532161,FALSE
"JH-2-079","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.73426,1.84,0.00604,99,0.148,"tedizolid, tilmicosin, azithromycin",2.21896306137887,0.829738284605043,TRUE
"JH-2-079","Pearson.est","bacterial DNA gyrase inhibitor",-0.26418,-0.683,0.876,1063,0.921,"trovafloxacin, novobiocin, sparfloxacin",0.0574958938319193,0.0357403698031511,FALSE
"JH-2-079","Pearson.est","BCL inhibitor",0.26546,0.673,0.853,89,1,"gossypol",0.069050968832477,0,FALSE
"JH-2-079","Pearson.est","Bcr.Abl kinase inhibitor",-0.51716,-1.3,0.182,1293,0.362,"imatinib, tozasertib, GZD824, ponatinib",0.739928612014925,0.441291429466834,FALSE
"JH-2-079","Pearson.est","benzodiazepine receptor agonist",0.2216,0.565,0.955,1130,1,"zaleplon, ivermectin, lorazepam, ZK.93423, eprinomectin, piperazine, temazepam, CGS.20625, nefiracetam, bentazepam, indiplon, CL.218872, gamma.aminobutyric.acid",0.0199966284162537,0,FALSE
"JH-2-079","Pearson.est","bromodomain inhibitor",0.70077,1.76,0.0226,336,0.132,"JQ1...., I.BET151, OTX015, bromosporine",1.6458915608526,0.87942606879415,TRUE
"JH-2-079","Pearson.est","calcium channel blocker",0.49362,1.23,0.243,295,0.724,"fendiline, cinnarazine, SKF.96365, tetrandrine, SR.33805, mibefradil",0.614393726401688,0.140261433802853,FALSE
"JH-2-079","Pearson.est","CC chemokine receptor antagonist",-0.3689,-0.936,0.533,1136,0.681,"SB.225002, MK.0812, UNBS.5162",0.273272790973428,0.166852888087215,FALSE
"JH-2-079","Pearson.est","CDK inhibitor",-0.18127,-0.456,0.996,1345,1,"abemaciclib, PHA.848125",0.00174066157630127,0,FALSE
"JH-2-079","Pearson.est","CHK inhibitor",-0.65674,-1.64,0.0431,1040,0.205,"AZD7762, CHIR.124, SB.218078, LY2606368, SCH.900776, PF.477736",1.36552272983927,0.688246138944246,TRUE
"JH-2-079","Pearson.est","cyclooxygenase inhibitor",0.2517,0.629,0.897,385,1,"tryptanthrin, FR.122047, aspirin, ramifenazone, meloxicam, ketoprofen, amfenac",0.0472075569559079,0,FALSE
"JH-2-079","Pearson.est","cytochrome P450 inhibitor",-0.52053,-1.3,0.2,969,0.362,"clotrimazole, eplerenone, itraconazole, metyrapone",0.698970004336019,0.441291429466834,FALSE
"JH-2-079","Pearson.est","DNA alkylating agent",-0.40798,-1.05,0.387,1092,0.559,"mitomycin.c, dianhydrogalactitol, melphalan, cisplatin, carboplatin",0.412289034981089,0.252588192113577,FALSE
"JH-2-079","Pearson.est","DNA inhibitor",0.24137,0.601,0.924,386,1,"primaquine, oxaliplatin, sangivamycin, metronidazole, tirapazamine, teroxirone",0.0343280287798933,0,FALSE
"JH-2-079","Pearson.est","DNA methyltransferase inhibitor",0.36686,0.931,0.53,296,0.986,"decitabine, azacitidine",0.275724130399211,0.0061230850587888,FALSE
"JH-2-079","Pearson.est","DNA polymerase inhibitor",-0.3025,-0.744,0.741,1213,0.883,"menadione, foscarnet, cephalomannine",0.130181792020672,0.0540392964224314,FALSE
"JH-2-079","Pearson.est","DNA synthesis inhibitor",-0.43358,-1.09,0.344,1092,0.536,"mitomycin.c, artemisinin, azodicarbonamide, cyclocytidine, floxuridine, cisplatin, altretamine, estramustine.phosphate",0.46344155742847,0.27083521030723,FALSE
"JH-2-079","Pearson.est","dopamine receptor antagonist",0.4719,1.18,0.278,288,0.776,"mesoridazine, clebopride, oxiperomide, thioproperazine, UH.232...., sertindole, domperidone",0.555955204081924,0.110138278741812,FALSE
"JH-2-079","Pearson.est","estrogen receptor agonist",-0.21917,-0.537,0.954,1358,1,"estradiol.cypionate",0.0204516252959049,0,FALSE
"JH-2-079","Pearson.est","estrogen receptor antagonist",0.50379,1.26,0.233,80,0.717,"clomifene, raloxifene",0.632644078973981,0.1444808443322,FALSE
"JH-2-079","Pearson.est","FGFR inhibitor",-0.83728,-2.09,0,1316,0.0187,"MK.2461, orantinib, dovitinib, AZD4547, nintedanib, lenvatinib, erdafitinib",Inf,1.7281583934635,TRUE
"JH-2-079","Pearson.est","FLT3 inhibitor",-0.57971,-1.44,0.129,1104,0.328,"tandutinib, ENMD.2076, KW.2449, quizartinib, tozasertib, lestaurtinib, dovitinib, sunitinib, midostaurin, ponatinib",0.889410289700751,0.484126156288321,FALSE
"JH-2-079","Pearson.est","glucocorticoid receptor agonist",0.7245,1.82,0.0137,245,0.13,"triamcinolone.acetonide, halcinonide, ciclesonide, rimexolone, halobetasol.propionate, desonide, flumethasone, flumethasone.pivalate, fludroxycortide, methylprednisolone, fluocinolone.acetonide, difluprednate, clobetasol.propionate, prednisolone, triamcinolone, dexamethasone.acetate",1.86327943284359,0.886056647693163,TRUE
"JH-2-079","Pearson.est","glutamate receptor antagonist",0.17716,0.457,0.994,546,1,"SIB.1757, tiletamine, kynurenic.acid, IEM1754, ACDPP, latrepirdine, CPP, CGP.37849",0.00261361560268669,0,FALSE
"JH-2-079","Pearson.est","glycogen synthase kinase inhibitor",-0.60533,-1.55,0.0619,1290,0.248,"tideglusib, CHIR.99021, CHIR.98014",1.20830935097988,0.605548319173784,FALSE
"JH-2-079","Pearson.est","growth factor receptor inhibitor",-0.47676,-1.2,0.249,1340,0.441,"lestaurtinib, PHA.848125",0.603800652904264,0.355561410532161,FALSE
"JH-2-079","Pearson.est","HCV inhibitor",-0.41802,-1.11,0.327,1398,0.525,"narlaprevir",0.485452247339714,0.279840696594043,FALSE
"JH-2-079","Pearson.est","HDAC inhibitor",0.33861,0.826,0.651,482,0.999,"PCI.24781, givinostat, SB.939, AR.42, RGFP966, M.344, romidepsin, R306465, pyroxamide, dacinostat, entinostat",0.186419011431808,0.000434511774017692,FALSE
"JH-2-079","Pearson.est","histamine receptor antagonist",0.3317,0.837,0.649,284,1,"terfenadine, ranitidine, epinastine, levocetirizine, ebastine",0.187755303199631,0,FALSE
"JH-2-079","Pearson.est","HMGCR inhibitor",-0.89501,-2.28,0,1420,0.0022,"atorvastatin, pitavastatin, fluvastatin, mevastatin",Inf,2.65757731917779,TRUE
"JH-2-079","Pearson.est","HSP inhibitor",-0.50236,-1.26,0.212,1166,0.396,"SNX.2112, BIIB021, PU.H71, NVP.AUY922, ganetespib, NMS.E973",0.673664139071249,0.402304814074488,FALSE
"JH-2-079","Pearson.est","JAK inhibitor",-0.52765,-1.31,0.188,1325,0.384,"tozasertib, PRT062070, lestaurtinib, AT.9283, ruxolitinib",0.72584215073632,0.415668775632469,FALSE
"JH-2-079","Pearson.est","KIT inhibitor",-0.65893,-1.64,0.041,1104,0.205,"tandutinib, cediranib, telatinib, imatinib, KI.8751, motesanib, sunitinib, pazopanib, midostaurin, lenvatinib",1.38721614328026,0.688246138944246,TRUE
"JH-2-079","Pearson.est","MDM inhibitor",0.39636,0.986,0.46,26,0.96,"RITA",0.337242168318426,0.0177287669604316,FALSE
"JH-2-079","Pearson.est","MEK inhibitor",0.76095,1.91,0.00397,109,0.127,"Ro.4987655, AZD8330, PD.0325901, PD.198306, MEK162, trametinib, TAK.733, AS.703026, selumetinib, PD.184352, cobimetinib",2.40120949323688,0.896196279044043,TRUE
"JH-2-079","Pearson.est","MET inhibitor",-0.62506,-1.59,0.0677,1302,0.243,"AMG458, LY2801653",1.16941133131486,0.614393726401688,FALSE
"JH-2-079","Pearson.est","microtubule inhibitor",-0.67838,-1.75,0.0225,1191,0.232,"colchicine, D.64131, cytochalasin.b, vinflunine, estramustine.phosphate, vinblastine",1.64781748188864,0.6345120151091,TRUE
"JH-2-079","Pearson.est","mTOR inhibitor",0.15561,0.398,0.992,163,0.997,"XL388, LY303511, WYE.354, GSK2126458",0.00348832784582135,0.00130484168834428,FALSE
"JH-2-079","Pearson.est","NFkB pathway inhibitor",0.27689,0.682,0.845,490,1,"EVP4593, Ro.106.9920, IKK.2.inhibitor.V, tyloxapol, curcumin, betulinic.acid",0.0731432910503077,0,FALSE
"JH-2-079","Pearson.est","opioid receptor agonist",-0.41272,-1.07,0.343,1004,0.547,"BW.180C, cebranopadol, spiradoline",0.464705879957229,0.262012673666569,FALSE
"JH-2-079","Pearson.est","p38 MAPK inhibitor",0.40113,1,0.442,461,1,"SB.239063, CMPD.1, SB.242235, skepinone.l, TAK.715",0.354577730650908,0,FALSE
"JH-2-079","Pearson.est","PARP inhibitor",-0.58517,-1.52,0.0684,1297,0.265,"niraparib, olaparib, talazoparib",1.16494389827988,0.576754126063192,FALSE
"JH-2-079","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.76449,-1.91,0.0106,1217,0.0831,"telatinib, crenolanib, imatinib, KI.8751, orantinib, dovitinib, motesanib, CP.673451, sunitinib, SU014813, nintedanib, pazopanib, lenvatinib, axitinib, ponatinib, linifanib",1.97469413473523,1.08039897621589,TRUE
"JH-2-079","Pearson.est","phosphatase inhibitor",0.34392,0.851,0.633,84,1,"alexidine, mycophenolate.mofetil",0.198596289982645,0,FALSE
"JH-2-079","Pearson.est","phosphodiesterase inhibitor",-0.43216,-1.12,0.287,1193,0.53,"enoximone, GSK256066, YM.976, anagrelide",0.542118103266008,0.275724130399211,FALSE
"JH-2-079","Pearson.est","PI3K inhibitor",0.22001,0.547,0.961,279,1,"YM.201636, taselisib, LY303511, GSK2126458, alpelisib, TG.100713, CUDC.907, GDC.0941",0.0172766123314547,0,FALSE
"JH-2-079","Pearson.est","PLK inhibitor",-0.68626,-1.71,0.0179,1022,0.207,"BI.2536, volasertib, GSK461364, GW.843682X, rigosertib",1.74714696902011,0.684029654543082,TRUE
"JH-2-079","Pearson.est","potassium channel blocker",-0.29078,-0.732,0.784,1251,0.879,"dofetilide",0.105683937315562,0.0560111249262281,FALSE
"JH-2-079","Pearson.est","PPAR receptor agonist",-0.28708,-0.752,0.773,1078,0.894,"S26948, clofibrate",0.111820506081675,0.0486624812040823,FALSE
"JH-2-079","Pearson.est","progesterone receptor agonist",-0.34912,-0.873,0.603,1120,0.744,"danazol, norethindrone, dienogest, norgestrel",0.219682687859849,0.128427064454121,FALSE
"JH-2-079","Pearson.est","proteasome inhibitor",-0.53125,-1.35,0.145,765,0.39,"carfilzomib, oprozomib, ixazomib.citrate, bortezomib, ONX.0914, delanzomib, MG.132, ixazomib",0.838631997765025,0.408935392973501,FALSE
"JH-2-079","Pearson.est","protein synthesis inhibitor",0.23283,0.596,0.943,448,1,"azomycin..2.nitroimidazole., chloramphenicol.palmitate, florfenicol, bruceantin, cycloheximide, thiostrepton, emetine",0.0254883072626717,0,FALSE
"JH-2-079","Pearson.est","protein tyrosine kinase inhibitor",0.63665,1.66,0.0316,310,0.214,"AV.412, BMS.599626, tyrphostin.A9, mubritinib, CP.724714",1.5003129173816,0.669586226650809,TRUE
"JH-2-079","Pearson.est","RAF inhibitor",0.32059,0.813,0.694,351,0.986,"SB.590885, CEP.32496, LGX818, AZ.628",0.158640529545145,0.0061230850587888,FALSE
"JH-2-079","Pearson.est","RET tyrosine kinase inhibitor",0.39644,0.978,0.454,74,0.927,"vandetanib",0.342944147142896,0.0329202658555029,FALSE
"JH-2-079","Pearson.est","retinoid receptor agonist",0.41418,1.04,0.398,297,1,"CD.437, AM.580, adapalene",0.400116927926312,0,FALSE
"JH-2-079","Pearson.est","ribonucleotide reductase inhibitor",-0.53381,-1.31,0.179,1287,0.384,"hydroxyurea, gemcitabine, cladribine, clofarabine",0.747146969020107,0.415668775632469,FALSE
"JH-2-079","Pearson.est","serotonin receptor agonist",-0.62958,-1.56,0.0738,992,0.258,"pardoprunox, zolmitriptan, ipsapirone, SR.57227A, aripiprazole",1.13194363817696,0.58838029403677,FALSE
"JH-2-079","Pearson.est","serotonin receptor antagonist",0.23772,0.611,0.913,423,1,"SB.228357, RS.16566, sertindole, SB.216641, tropisetron, lurasidone",0.039529222465701,0,FALSE
"JH-2-079","Pearson.est","sodium channel blocker",0.3574,0.896,0.549,105,1,"A.803467, ajmaline",0.260427655549908,0,FALSE
"JH-2-079","Pearson.est","src inhibitor",0.43788,1.11,0.328,129,0.884,"ZM.306416, bosutinib, saracatinib",0.484126156288321,0.0535477349869269,FALSE
"JH-2-079","Pearson.est","sterol demethylase inhibitor",-0.37186,-0.933,0.512,1414,0.666,"chlormidazole",0.290730039024169,0.176525770829699,FALSE
"JH-2-079","Pearson.est","TGF beta receptor inhibitor",0.59216,1.5,0.104,356,0.326,"SB.431542, repsox, D.4476",0.98296666070122,0.486782399932061,FALSE
"JH-2-079","Pearson.est","thymidylate synthase inhibitor",-0.56554,-1.4,0.141,851,0.343,"trifluridine, doxifluridine, capecitabine, raltitrexed, ftorafur",0.85078088734462,0.464705879957229,FALSE
"JH-2-079","Pearson.est","topoisomerase inhibitor",-0.67143,-1.68,0.0292,1083,0.214,"camptothecin, amsacrine, valrubicin, exatecan.mesylate, dexrazoxane, voreloxin, genz.644282, doxorubicin, amonafide, daunorubicin, teniposide, epirubicin, mitoxantrone, rubitecan, irinotecan, etoposide, etoposide.phosphate, topotecan, nemorubicin",1.53461714855158,0.669586226650809,TRUE
"JH-2-079","Pearson.est","tubulin polymerization inhibitor",-0.68045,-1.71,0.0341,1106,0.207,"docetaxel, ABT.751, epothilone.b, plinabulin, combretastatin.A.4, flubendazole, vincristine, dolastatin.10, fosbretabulin, taltobulin, paclitaxel, epothilone.d, vindesine, KX2.391, CYT.997, verubulin, vinblastine, BNC105",1.4672456210075,0.684029654543082,TRUE
"JH-2-079","Pearson.est","tyrosine kinase inhibitor",0.40621,0.994,0.436,310,0.995,"AV.412, BMS.599626, vandetanib, tyrphostin.A9, GTP.14564, hypericin, aminopurvalanol.a, mubritinib, CP.724714",0.360513510731414,0.00217691925427455,FALSE
"JH-2-079","Pearson.est","VEGFR inhibitor",-0.5217,-1.31,0.181,1316,0.384,"MK.2461, KI.8751, orantinib, dovitinib, motesanib, SAR131675, foretinib, sunitinib, SU014813, nintedanib, pazopanib, tivozanib, lenvatinib, axitinib, linifanib",0.742321425130815,0.415668775632469,FALSE
"JH-2-079","Pearson.est","vitamin D receptor agonist",0.7202,1.78,0.0234,195,0.137,"tacalcitol, calcitriol, maxacalcitol, ercalcitriol",1.63078414258986,0.863279432843593,TRUE
"WU-487","Pearson.est","EGFR inhibitor",0.8415,2.03,0,117,0.0388,"AZD8931, poziotinib, gefitinib, CUDC.101, XL.647, neratinib, dacomitinib, afatinib, tucatinib, osimertinib, pelitinib, canertinib, erlotinib, WZ.4002, BIBU.1361, lapatinib, BIBX.1382, BMS.690514, PD.153035, AST.1306, GW.583340, vandetanib, AEE788, BMS.599626, WZ8040, TAK.285, PD.168393, ARRY.334543, tyrphostin.AG.1478, icotinib",Inf,1.41116827440579,TRUE
"WU-487","Pearson.est","Abl kinase inhibitor",-0.33851,-0.866,0.592,1146,0.733,"KW.2449, imatinib, bafetinib, tozasertib, GZD824, ponatinib",0.22767829327708,0.134896025358872,FALSE
"WU-487","Pearson.est","acetylcholine receptor agonist",-0.29744,-0.751,0.735,1311,0.81,"oxiracetam",0.133712660915805,0.0915149811213502,FALSE
"WU-487","Pearson.est","acetylcholine receptor antagonist",-0.52108,-1.34,0.153,984,0.46,"methscopolamine, dicycloverine, darifenacin, iododexetimide",0.815308569182401,0.337242168318426,FALSE
"WU-487","Pearson.est","adenosine receptor antagonist",0.67888,1.66,0.026,255,0.251,"CGS.15943, SCH.58261, MRS.1220, PSB.1115",1.58502665202918,0.600326278518962,FALSE
"WU-487","Pearson.est","adrenergic receptor agonist",0.15283,0.378,0.998,1229,0.998,"ritodrine, isoxsuprine, terbutaline, methyldopa, epinephrine, lidamidine, oxymetazoline, isoetharine, midodrine, A61603, buphenine, norepinephrine, clenbuterol, xylazine, metaraminol",0.000869458712628891,0.000869458712628891,FALSE
"WU-487","Pearson.est","adrenergic receptor antagonist",0.30735,0.758,0.728,346,0.907,"imiloxan, dronedarone, dihydroergocristine, atenolol......, RS.17053, prazosin, vincamine, atipamezole",0.137868620686963,0.0423927129399047,FALSE
"WU-487","Pearson.est","AKT inhibitor",0.66658,1.61,0.0424,178,0.212,"uprosertib, GSK2110183, GDC.0068, triciribine",1.37263414340727,0.673664139071249,TRUE
"WU-487","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.22547,0.549,0.952,1124,1,"CEP.37440, SB.505124, GW.788388, AZD3463, crizotinib, lorlatinib, NVP.TAE684, DMH1, alectinib, AP26113, brigatinib",0.0213630516155257,0,FALSE
"WU-487","Pearson.est","androgen receptor antagonist",-0.29722,-0.759,0.731,1023,0.819,"flutamide, bicalutamide, cyproterone.acetate",0.13608262304214,0.0867160982395816,FALSE
